,price,bedrooms,sqft_living,grade
5786,1010000,4,3760,11
5787,455000,2,1350,8
5788,310000,5,2600,8
5789,415000,3,3900,6
5790,452000,2,1340,8
5791,810000,3,1760,7
5792,730001,3,1840,7
5793,825000,3,2980,9
5794,665000,3,1730,8
5795,327500,4,1650,8
5796,699950,3,3370,9
5797,424000,3,2200,9
5798,657000,4,2180,7
5799,445000,3,1490,7
5800,450000,3,1530,8
5801,350000,3,1180,7
5802,460000,4,2080,9
5803,385000,4,3200,8
5804,272000,4,1880,7
5805,535000,3,2510,7
5806,216500,2,1060,6
5807,325000,3,2130,8
5808,420200,3,1320,7
5809,258000,3,1040,6
5810,450000,3,1150,7
5811,720168,4,2120,7
5812,652000,3,2130,7
5813,569500,4,2340,8
5814,411000,4,2250,7
5815,524950,3,1890,7
5816,153000,2,1140,6
5817,775000,3,2780,9
5818,338500,4,2390,8
5819,570000,3,2390,8
5820,653000,3,2680,9
5821,435000,2,1560,8
5822,207000,2,1130,6
5823,540000,2,1120,7
5824,386000,4,2050,8
5825,265000,5,2600,8
5826,250000,3,1050,7
5827,1697000,3,2600,10
5828,455000,4,2811,9
5829,1795000,4,4060,11
5830,759000,3,2260,7
5831,970000,4,4430,10
5832,280000,1,600,3
5833,690000,3,2430,9
5834,789900,3,3420,10
5835,447500,2,1180,7
5836,440000,4,2010,7
5837,278000,3,1230,7
5838,980000,5,2750,8
5839,245000,3,1300,7
5840,287000,3,1150,7
5841,435000,3,2220,7
5842,585000,3,2050,9
5843,616000,4,1700,8
5844,203000,3,1610,7
5845,860000,4,2720,8
5846,833000,4,2190,8
5847,565000,4,2730,8
5848,572500,3,2490,9
5849,254000,4,1510,7
5850,1525000,4,4720,11
5851,900000,4,3810,9
5852,899000,3,1950,9
5853,560000,3,1300,7
5854,512500,3,1610,7
5855,775000,4,2040,7
5856,200000,2,700,5
5857,172000,3,970,6
5858,219900,3,910,6
5859,641200,3,1060,7
5860,473000,5,2180,7
5861,540000,3,2050,8
5862,295000,2,750,6
5863,370000,3,800,6
5864,1727000,4,3470,9
5865,275000,3,1390,6
5866,89000,3,900,6
5867,175000,2,1050,6
5868,490000,3,2410,9
5869,342400,3,1180,7
5870,345000,3,1140,7
5871,399000,2,700,6
5872,550000,4,2060,8
5873,652450,3,2230,8
5874,438000,2,1950,8
5875,605000,3,2100,7
5876,395000,4,2130,7
5877,449950,3,1880,7
5878,651100,4,2310,9
5879,241000,3,880,6
5880,3418800,5,5450,11
5881,268500,2,1290,8
5882,200000,2,1010,6
5883,400375,4,1690,6
5884,429000,2,1350,8
5885,230000,3,680,6
5886,1200000,4,2860,10
5887,314200,1,610,5
5888,513000,4,2660,8
5889,535000,2,1390,7
5890,420000,6,2290,7
5891,345950,3,2110,8
5892,483500,3,1200,7
5893,695000,4,2360,8
5894,295000,4,2350,7
5895,434975,3,1590,7
5896,513000,3,1810,8
5897,360000,3,1900,8
5898,234900,3,1250,7
5899,963000,4,3280,10
5900,595000,2,870,7
5901,942500,4,3570,10
5902,1029000,4,3780,11
5903,350000,3,1190,6
5904,416500,4,2280,8
5905,209900,3,1030,5
5906,802000,3,2870,8
5907,230000,4,1520,7
5908,489000,3,3700,9
5909,497000,3,2240,8
5910,250000,3,1920,8
5911,925000,3,2560,10
5912,390000,4,1840,8
5913,415000,3,2080,7
5914,785000,3,1600,7
5915,575000,3,2168,8
5916,170000,2,860,6
5917,750000,4,2100,7
5918,230000,3,1140,7
5919,855000,4,3090,9
5920,235000,3,1330,6
5921,335000,2,1360,5
5922,1195000,5,3420,9
5923,677000,4,2180,8
5924,575000,3,1800,7
5925,450000,2,1120,7
5926,817250,3,2980,8
5927,440000,4,2600,8
5928,526000,2,1550,7
5929,762500,3,3330,10
5930,325000,4,2200,8
5931,840000,4,3840,11
5932,377500,2,840,6
5933,212500,3,1270,6
5934,749400,4,3240,10
5935,663000,3,2480,8
5936,1476000,3,4470,9
5937,261000,3,1780,7
5938,515000,4,1850,8
5939,410000,3,2200,8
5940,336000,3,2760,8
5941,440000,2,1090,7
5942,908950,4,3090,9
5943,554000,2,820,7
5944,387000,3,1445,7
5945,268643,4,1810,7
5946,514000,3,1620,7
5947,420000,2,1060,7
5948,199000,3,1050,7
5949,225000,3,1010,7
5950,320000,4,2050,8
5951,204995,2,970,6
5952,376000,3,1540,8
5953,705000,4,3000,9
5954,725995,4,3190,9
5955,285000,4,1870,7
5956,285000,4,2200,8
5957,731000,4,3070,9
5958,1564350,4,3730,10
5959,510000,4,2440,7
5960,620000,2,990,7
5961,1110000,3,4160,11
5962,796000,4,3670,9
5963,255000,3,910,5
5964,807000,3,1940,9
5965,315000,4,1780,9
5966,637000,3,2200,8
5967,2725000,4,6410,12
5968,490000,3,2070,8
5969,253000,3,2040,7
5970,325900,4,2320,8
5971,425000,2,1440,7
5972,215000,4,1700,7
5973,315000,4,1700,7
5974,724800,3,2050,8
5975,295000,2,800,6
5976,509007,3,1800,8
5977,306000,5,1460,6
5978,205000,3,1290,7
5979,275000,3,1900,7
5980,685000,3,1480,8
5981,465000,4,2090,7
5982,560000,4,1950,8
5983,458500,3,1250,7
5984,354000,3,990,6
5985,441000,3,2740,9
5986,194000,3,1260,7
5987,316500,4,2150,8
5988,524950,3,1750,7
5989,1052000,3,2880,8
5990,925000,4,2590,9
5991,780000,3,2430,7
5992,241000,2,1470,6
5993,519000,3,2020,7
5994,286000,2,610,6
5995,400000,3,3000,8
5996,255000,2,920,5
5997,152000,3,1070,6
5998,599000,4,3410,8
5999,330000,4,1820,7
6000,461000,2,1060,7
6001,620000,5,3070,9
6002,352500,4,2300,7
6003,435000,3,1610,7
6004,725000,5,2830,9
6005,300000,3,970,7
6006,252000,3,1680,7
6007,464625,4,2040,8
6008,340000,3,1450,7
6009,1325000,4,2870,9
6010,455000,5,1870,7
6011,495000,4,2490,8
6012,925000,4,3350,9
6013,587000,4,3190,9
6014,524000,3,1560,6
6015,1030000,4,2750,9
6016,176000,2,920,8
6017,249900,2,1140,6
6018,499500,3,2520,7
6019,600000,5,3150,9
6020,294000,4,2040,7
6021,272000,4,1780,7
6022,390000,3,2240,8
6023,700000,4,3270,9
6024,635000,5,3110,9
6025,920000,4,1850,8
6026,500000,3,1570,7
6027,263500,2,750,6
6028,975000,4,2240,10
6029,575000,3,1870,8
6030,822000,4,2683,9
6031,300000,3,1490,7
6032,487600,4,2340,8
6033,500000,4,1700,7
6034,680000,2,1450,9
6035,419000,3,3310,9
6036,450000,4,1520,6
6037,650000,5,1260,7
6038,550000,3,1840,8
6039,330000,4,1750,6
6040,282510,4,1450,6
6041,2385000,4,6330,13
6042,230000,2,1260,7
6043,750000,4,2100,8
6044,321000,4,2430,8
6045,2196000,4,4250,10
6046,245000,4,1830,7
6047,510000,2,1310,6
6048,751000,4,3090,9
6049,675000,4,2560,9
6050,295000,3,1930,8
6051,312000,2,1460,7
6052,730000,3,3460,9
6053,762500,5,3290,9
6054,150000,3,820,6
6055,270000,3,1480,6
6056,400000,4,1420,7
6057,650000,3,2790,8
6058,530000,2,1390,8
6059,248000,3,950,7
6060,760000,4,3000,7
6061,199000,4,1280,7
6062,240000,2,870,7
6063,415000,3,1360,7
6064,228000,3,1000,7
6065,525000,4,2740,8
6066,399950,3,1560,7
6067,781000,4,2590,9
6068,827000,3,1850,9
6069,525000,5,2500,7
6070,671300,4,3280,7
6071,175000,2,670,5
6072,1100000,5,2890,10
6073,800000,5,3000,8
6074,329950,4,1920,7
6075,445000,4,1960,7
6076,237000,3,2000,7
6077,1112500,6,3600,9
6078,438900,4,2740,9
6079,1280000,9,3650,8
6080,600000,4,2310,8
6081,670000,4,2095,9
6082,519000,2,1560,8
6083,320000,3,1880,8
6084,270000,2,840,7
6085,1000000,3,2730,9
6086,330000,1,860,6
6087,657500,3,2320,7
6088,450000,3,1540,7
6089,150000,3,890,5
6090,792500,4,4290,10
6091,540000,3,1950,9
6092,229900,3,1010,7
6093,533000,4,2830,8
6094,239000,4,1500,7
6095,713900,3,3370,10
6096,427500,4,3160,9
6097,302000,3,1110,7
6098,1150000,3,3830,11
6099,555000,3,3160,8
6100,495000,3,2100,7
6101,495000,3,2240,7
6102,340000,2,1060,6
6103,464950,4,2350,9
6104,320000,4,1940,8
6105,440000,1,1160,7
6106,686000,3,1840,8
6107,555000,4,2260,8
6108,361500,2,840,6
6109,1240000,5,2830,9
6110,154950,4,1600,6
6111,247200,3,1370,7
6112,250000,3,1960,7
6113,590300,3,1470,7
6114,541125,5,2740,8
6115,310000,2,1090,7
6116,704111,4,2460,8
6117,277500,3,1820,7
6118,325000,4,1960,7
6119,289200,3,1760,7
6120,185000,1,720,6
6121,1445000,4,3470,11
6122,420550,4,1370,7
6123,603000,4,2370,8
6124,345000,3,1390,7
6125,650000,3,1840,7
6126,589950,5,2790,7
6127,309950,2,1460,8
6128,775000,3,2620,9
6129,590000,4,2230,7
6130,863500,4,3250,8
6131,517500,3,1190,7
6132,700000,3,2090,7
6133,699000,3,2580,10
6134,350000,3,2100,7
6135,795000,4,3160,10
6136,543000,3,2090,7
6137,325000,3,1570,7
6138,337500,3,1020,7
6139,425000,2,1300,7
6140,780000,3,2110,9
6141,259000,2,1210,5
6142,524400,4,1990,8
6143,260000,3,1630,7
6144,273000,2,1384,7
6145,639900,4,3380,10
6146,420000,4,2480,10
6147,510500,3,1270,7
6148,290000,4,1010,6
6149,226000,3,1490,6
6150,300000,2,820,6
6151,407450,3,1810,7
6152,390000,4,3060,7
6153,1058800,6,2980,8
6154,610000,3,3440,11
6155,239975,3,1820,7
6156,375000,3,2320,7
6157,742500,4,2620,9
6158,450000,4,2190,8
6159,300000,3,1780,8
6160,216600,3,2200,7
6161,525000,3,1600,7
6162,455000,4,2450,8
6163,390000,4,2680,8
6164,450000,3,1850,7
6165,382000,4,1740,7
6166,287000,3,1490,7
6167,460000,4,1960,8
6168,435000,3,1380,7
6169,575000,2,1510,8
6170,626700,3,1410,7
6171,352000,4,1440,7
6172,650000,3,920,7
6173,197000,3,1090,7
6174,340000,8,2790,7
6175,560000,3,1840,7
6176,354000,3,1340,7
6177,670000,4,2570,9
6178,769000,4,3010,9
6179,650000,4,2160,7
6180,650000,3,2140,7
6181,289950,4,2090,7
6182,300000,3,1810,7
6183,471000,4,1760,7
6184,639000,4,2500,9
6185,287000,2,930,7
6186,740000,4,3030,10
6187,499922,3,1460,7
6188,675000,4,2940,9
6189,738515,5,3360,9
6190,445000,3,2110,8
6191,1039000,4,2740,10
6192,346000,2,1070,7
6193,450000,3,1680,7
6194,350000,4,2260,9
6195,2400000,4,5860,10
6196,594950,4,2380,8
6197,1695000,5,3320,9
6198,219000,2,1050,7
6199,450000,4,2070,7
6200,402000,4,1790,7
6201,275000,2,840,6
6202,421500,3,990,7
6203,560000,3,4120,9
6204,314000,3,1620,7
6205,287000,4,1340,7
6206,277000,4,1500,6
6207,337500,2,1300,7
6208,792000,4,3100,10
6209,435000,3,3380,8
6210,313100,4,2660,7
6211,575000,3,1700,7
6212,510000,4,1840,8
6213,299950,2,890,6
6214,1028000,3,2800,9
6215,364000,4,2010,7
6216,335000,3,1380,7
6217,219950,3,1210,6
6218,215000,3,1280,7
6219,640000,4,4090,8
6220,535000,3,1580,7
6221,253000,4,1910,7
6222,650000,2,1740,8
6223,672000,3,1130,8
6224,606000,3,1970,8
6225,292000,3,1780,8
6226,289950,3,1670,8
6227,257500,4,1360,7
6228,380000,3,1840,7
6229,360000,3,1255,8
6230,269500,3,1840,7
6231,449000,4,2960,9
6232,375000,4,1430,7
6233,2200000,5,5990,11
6234,810000,4,3480,11
6235,994000,5,4260,10
6236,275000,5,1820,7
6237,300000,2,1290,7
6238,380000,5,2130,7
6239,200000,3,1170,7
6240,635000,3,1730,9
6241,280000,2,880,6
6242,574000,3,2380,8
6243,1050000,4,1330,6
6244,545000,3,1780,8
6245,271950,3,1220,7
6246,630000,5,2490,8
6247,400000,2,1180,7
6248,334000,4,2310,8
6249,332500,4,1440,7
6250,525000,2,1620,9
6251,408000,3,2620,8
6252,846450,4,3710,9
6253,411100,3,1040,7
6254,409124,5,3320,8
6255,335950,2,800,7
6256,480000,5,2040,7
6257,280000,2,1960,7
6258,668000,4,2670,8
6259,750000,4,2930,8
6260,394475,2,830,6
6261,848000,5,2290,7
6262,675000,3,2510,8
6263,175000,3,1280,6
6264,560000,4,1810,8
6265,538888,5,2080,8
6266,359000,4,1680,8
6267,300000,3,1660,7
6268,273000,3,1650,7
6269,670000,3,1420,9
6270,530000,4,2240,8
6271,625000,3,1230,7
6272,248000,3,1260,6
6273,533000,3,2060,8
6274,549950,4,3090,8
6275,485000,4,3220,8
6276,353500,3,2020,7
6277,435000,2,1910,9
6278,241000,3,1150,6
6279,885000,4,2730,8
6280,799200,6,2890,7
6281,760000,3,2280,8
6282,270000,2,1040,6
6283,675000,4,2440,9
6284,499000,3,1720,8
6285,1202500,3,3430,10
6286,320000,4,2570,8
6287,890000,4,4360,10
6288,275000,4,2060,7
6289,490000,4,3020,10
6290,550000,3,2340,7
6291,390000,5,2400,7
6292,277000,3,1610,7
6293,236000,3,1090,7
6294,265953,3,1470,7
6295,545000,3,1670,8
6296,535000,3,1850,8
6297,1450000,3,3940,9
6298,490000,4,2330,9
6299,319950,4,2020,6
6300,625000,3,1300,7
6301,248000,3,1180,7
6302,475000,3,1320,8
6303,410000,6,2520,7
6304,670000,3,1680,9
6305,430000,3,2000,7
6306,313000,2,1180,6
6307,950000,3,3330,9
6308,751750,2,1880,8
6309,760000,4,2990,9
6310,310650,3,1510,7
6311,367500,4,3110,8
6312,580000,4,2150,8
6313,580000,3,1900,8
6314,665000,4,2720,10
6315,239950,3,1560,7
6316,470000,4,1990,8
6317,733000,3,1740,8
6318,250000,4,2130,7
6319,402000,4,1510,7
6320,295000,5,2100,7
6321,355000,5,2344,8
6322,289000,3,1970,6
6323,376000,3,1470,7
6324,212700,2,940,7
6325,325000,3,1780,9
6326,415000,4,2230,7
6327,935000,3,3570,8
6328,372000,3,1920,7
6329,240000,3,1290,7
6330,334950,3,1880,7
6331,426500,4,2960,9
6332,430000,2,1840,8
6333,400000,3,1890,7
6334,455850,3,1820,7
6335,1965220,4,4370,10
6336,400000,3,1530,7
6337,397500,3,1030,7
6338,755000,3,2000,8
6339,287000,5,1730,7
6340,480000,4,3620,9
6341,490000,3,2040,8
6342,365000,3,2640,8
6343,260000,3,1600,7
6344,505000,4,1480,7
6345,260000,2,700,7
6346,430000,2,700,7
6347,905000,4,3520,10
6348,440000,3,1650,8
6349,439500,4,1360,7
6350,270000,3,1350,6
6351,306500,3,1970,7
6352,380000,3,1470,8
6353,215000,4,1610,7
6354,299900,2,810,7
6355,1450000,4,2820,10
6356,239950,3,1900,5
6357,494000,4,1830,8
6358,317500,4,1730,7
6359,670000,4,2110,7
6360,650000,3,3060,9
6361,852000,4,2620,8
6362,250000,2,1088,7
6363,264950,3,1400,7
6364,582500,2,1540,7
6365,384000,3,1540,7
6366,817000,3,2310,8
6367,320000,4,1730,7
6368,445800,4,2070,8
6369,263300,2,900,7
6370,215000,3,860,6
6371,842500,5,2980,7
6372,850000,5,2980,7
6373,386000,5,2740,7
6374,251100,4,1790,7
6375,435000,3,1750,7
6376,870000,4,3610,10
6377,800000,6,1430,7
6378,555000,3,1570,7
6379,280000,2,2280,7
6380,356000,3,940,6
6381,675000,4,2920,9
6382,605000,4,2260,9
6383,690500,5,2000,7
6384,437000,2,1440,8
6385,850000,5,2310,8
6386,350000,4,2300,7
6387,480000,2,1490,8
6388,379500,3,1830,8
6389,600000,5,4440,10
6390,1436000,4,4970,11
6391,303000,2,1000,7
6392,800000,4,4940,9
6393,549000,2,1980,7
6394,324950,3,1560,7
6395,170000,2,870,6
6396,178000,3,840,6
6397,144000,3,1250,6
6398,1580000,4,3120,9
6399,258000,2,750,6
6400,345000,3,710,6
6401,470000,3,2290,8
6402,2903000,5,3750,10
6403,350000,3,980,7
6404,225500,2,1590,7
6405,473000,2,940,6
6406,279000,3,1750,7
6407,470000,3,1460,6
6408,565000,3,1540,6
6409,695000,3,2560,8
6410,315000,3,1660,7
6411,529000,3,1880,8
6412,750000,5,3500,8
6413,481500,3,1840,7
6414,211000,3,1060,7
6415,455000,3,1790,7
6416,238950,2,810,5
6417,722500,4,2600,8
6418,795000,4,3230,8
6419,327500,4,2240,8
6420,585000,4,3400,9
6421,775000,4,3140,7
6422,645000,4,2780,8
6423,445000,4,2320,8
6424,257950,3,1370,7
6425,375000,5,2230,7
6426,245000,3,1610,7
6427,725000,3,3410,11
6428,702000,4,2810,9
6429,330000,3,1850,6
6430,940000,3,1790,8
6431,354500,3,1150,7
6432,279950,4,2420,7
6433,284000,3,1580,7
6434,480000,5,1760,8
6435,647500,5,1760,8
6436,625000,3,2750,9
6437,152000,3,920,7
6438,322000,3,960,7
6439,445000,3,1120,7
6440,595000,3,1560,7
6441,165000,3,1380,7
6442,278500,4,1940,7
6443,517500,3,1810,8
6444,343566,2,1100,7
6445,286285,4,1980,7
6446,474905,4,1340,6
6447,550000,3,1680,7
6448,286000,4,2060,6
6449,900000,3,2620,8
6450,449950,3,1610,7
6451,259000,4,1490,7
6452,340000,3,1900,7
6453,785000,4,3440,9
6454,490000,2,1840,6
6455,344950,4,2330,7
6456,950000,3,2250,9
6457,810000,4,2000,7
6458,998160,2,3010,9
6459,377000,3,1680,8
6460,595000,3,1530,8
6461,313300,2,970,6
6462,360000,5,1550,7
6463,188000,3,1660,8
6464,755000,3,3680,9
6465,1289000,5,3210,10
6466,455000,3,1480,6
6467,817500,5,3600,10
6468,550000,3,1700,8
6469,260000,3,1680,8
6470,320000,3,1550,7
6471,1153000,3,3780,11
6472,362000,4,2360,7
6473,503500,3,1810,7
6474,653000,3,2290,9
6475,760000,4,3370,10
6476,775000,4,2090,7
6477,1339000,4,2130,9
6478,417500,5,2060,7
6479,525000,3,1560,7
6480,217000,2,730,4
6481,525000,4,2910,8
6482,442500,4,2490,7
6483,525000,4,1710,7
6484,425500,4,1520,7
6485,710000,3,2930,8
6486,545000,4,3160,8
6487,410000,5,2910,8
6488,245000,3,1700,7
6489,194900,2,810,6
6490,284000,4,2000,7
6491,280000,2,1894,6
6492,280000,3,2080,6
6493,360000,4,1730,7
6494,405000,2,720,6
6495,865000,4,3560,10
6496,483300,4,1210,7
6497,355000,4,2130,8
6498,274950,3,1570,7
6499,1925000,3,3950,11
6500,755000,3,3450,11
6501,1940000,4,7220,12
6502,309212,3,1150,7
6503,219950,3,1500,7
6504,690000,3,1300,7
6505,250800,3,1290,6
6506,557500,3,2510,9
6507,941000,4,2320,8
6508,3650000,6,5480,11
6509,305000,4,2030,7
6510,815000,4,2060,8
6511,1015000,3,2920,9
6512,1240000,4,3330,9
6513,535000,3,2110,9
6514,775000,3,1175,6
6515,255000,3,1590,7
6516,327000,2,1070,7
6517,560000,4,2720,8
6518,1339000,4,2980,9
6519,199500,3,1160,7
6520,760000,4,3580,9
6521,439000,3,3020,8
6522,527000,4,2380,7
6523,199950,3,2270,6
6524,254000,3,1660,7
6525,393000,2,830,7
6526,585000,5,2480,8
6527,450000,2,1900,7
6528,565000,2,1670,9
6529,330000,5,2000,7
6530,870000,3,2320,9
6531,585000,4,1860,8
6532,500000,3,2110,9
6533,225000,3,1400,7
6534,295000,3,1400,7
6535,775000,3,2850,9
6536,280000,3,1370,7
6537,539000,3,2170,7
6538,567500,3,2570,8
6539,442500,4,1970,8
6540,598200,5,2980,8
6541,610000,4,2300,8
6542,544900,3,1990,8
6543,557500,4,2390,8
6544,532500,3,2160,7
6545,1350000,4,3300,10
6546,750000,3,1840,7
6547,530000,3,2030,8
6548,346100,3,1400,7
6549,260000,4,2320,9
6550,365000,3,1410,7
6551,615000,3,1860,7
6552,318400,4,1820,7
6553,498500,4,1910,8
6554,450000,3,1540,7
6555,200000,3,1430,7
6556,234000,3,1010,7
6557,121800,2,940,5
6558,805000,3,2600,8
6559,410000,4,2060,8
6560,475000,3,1920,8
6561,1337500,4,2900,11
6562,269000,1,1020,7
6563,573000,4,2150,8
6564,330000,3,1660,7
6565,252750,4,1230,7
6566,745000,2,2170,8
6567,280000,3,1280,7
6568,535000,4,2240,8
6569,580000,4,1780,7
6570,301000,3,1840,7
6571,600000,4,1740,7
6572,538900,5,3040,9
6573,366000,3,2370,8
6574,303000,4,2100,8
6575,432000,3,1470,8
6576,300000,2,1300,6
6577,908800,3,3420,8
6578,500000,3,1190,7
6579,254000,5,2080,7
6580,470000,5,2180,7
6581,480000,3,1460,7
6582,536000,3,1530,7
6583,1349000,4,4740,11
6584,550000,3,1980,8
6585,260000,3,1710,7
6586,284900,2,1160,7
6587,740000,3,2200,9
6588,425000,2,1170,7
6589,230000,3,1120,7
6590,675000,3,1710,8
6591,267500,3,1650,7
6592,814000,4,2840,8
6593,1250000,4,3310,9
6594,460000,3,1860,7
6595,445000,3,2250,8
6596,715000,3,2890,8
6597,425000,3,2120,7
6598,370000,4,2130,8
6599,302000,2,1170,6
6600,453000,4,2120,7
6601,290000,3,1280,7
6602,1035000,4,3170,10
6603,925000,4,2260,9
6604,600000,3,2930,9
6605,354000,3,1060,7
6606,204950,4,1740,7
6607,675000,4,2990,8
6608,995000,4,3530,11
6609,800000,5,2960,7
6610,472500,3,1650,8
6611,549950,4,2720,8
6612,575575,3,1516,7
6613,545000,4,4386,10
6614,340000,3,2580,7
6615,225000,3,960,6
6616,299950,2,1460,7
6617,829900,4,3840,8
6618,340000,4,2090,7
6619,515000,4,2470,8
6620,601000,4,2090,8
6621,470000,3,2070,8
6622,371500,3,1650,7
6623,550000,3,1880,8
6624,242550,4,2060,8
6625,367500,3,1410,8
6626,359000,4,2770,8
6627,204900,3,1390,7
6628,850000,4,5440,9
6629,187000,3,1280,6
6630,326000,3,1720,7
6631,340000,3,1720,7
6632,330000,6,3040,8
6633,782000,4,3780,9
6634,612000,4,2670,8
6635,400000,3,1350,7
6636,941500,5,3490,9
6637,313000,2,870,8
6638,735000,4,2410,7
6639,471000,3,1640,8
6640,350000,3,1540,7
6641,530000,4,2370,8
6642,415000,4,1830,7
6643,639500,4,2330,8
6644,580379,4,2240,8
6645,378000,2,1700,8
6646,265000,3,1750,7
6647,212000,3,1100,6
6648,400000,4,2320,8
6649,750000,4,2540,8
6650,384900,5,3090,8
6651,176000,2,770,6
6652,350000,3,2370,7
6653,168000,3,1200,6
6654,358000,4,2200,7
6655,580000,3,2660,8
6656,442500,3,1600,7
6657,515000,2,1330,8
6658,554000,5,3440,8
6659,659000,3,2510,9
6660,414999,4,2150,7
6661,275000,3,1180,6
6662,193000,2,680,5
6663,525000,4,2840,9
6664,424000,3,1820,8
6665,455000,2,1070,6
6666,463000,2,1250,7
6667,1100000,4,2190,7
6668,523000,3,3000,8
6669,615000,4,2270,8
6670,1515000,4,4500,12
6671,870000,5,3400,8
6672,710000,3,2830,10
6673,215000,3,960,7
6674,590000,2,1530,7
6675,323000,5,2500,7
6676,279000,4,1560,7
6677,535100,3,2070,8
6678,830000,5,2710,9
6679,815000,4,3150,9
6680,535900,3,1880,8
6681,230000,3,1250,7
6682,325500,4,2290,7
6683,359000,3,1990,7
6684,505000,3,2100,8
6685,253905,3,940,7
6686,369950,3,1640,8
6687,350000,3,1860,7
6688,650000,4,2100,8
6689,295000,3,1500,6
6690,620000,3,1680,8
6691,1998000,2,3900,12
6692,246000,3,1400,6
6693,430000,3,2600,7
6694,509990,3,1440,6
6695,490000,4,1870,7
6696,385000,4,2960,8
6697,769000,4,2440,9
6698,185000,2,1122,6
6699,303500,3,1060,7
6700,468000,4,2150,8
6701,449950,4,3100,9
6702,235000,2,880,7
6703,520000,4,2490,9
6704,203000,2,1080,6
6705,657000,5,2530,7
6706,275000,3,1200,7
6707,540000,4,2850,9
6708,455000,4,2950,7
6709,458500,2,1160,7
6710,549900,4,3420,10
6711,750000,3,2240,8
6712,235000,4,1450,7
6713,286000,4,1820,7
6714,2650000,4,4700,11
6715,602000,4,2430,7
6716,640000,3,1960,7
6717,267000,3,1440,8
6718,712000,4,2730,8
6719,244500,2,910,5
6720,301000,2,910,5
6721,990000,4,2430,8
6722,739999,4,3350,10
6723,480000,4,2320,7
6724,305000,3,1260,8
6725,703300,3,1980,8
6726,265000,4,1580,7
6727,600000,4,2710,9
6728,253000,3,1400,7
6729,617950,4,2410,8
6730,385000,4,1790,7
6731,319000,3,1640,7
6732,696000,3,1670,7
6733,345000,2,970,6
6734,380000,3,1610,7
6735,647500,4,2060,8
6736,725000,3,3570,9
6737,269950,3,1400,7
6738,875000,4,3470,10
6739,299950,3,1210,7
6740,1875000,4,3930,10
6741,430000,2,990,7
6742,495000,5,2200,8
6743,275000,3,1510,7
6744,333000,3,1620,7
6745,247000,3,1580,7
6746,204555,3,1260,7
6747,432000,3,2190,9
6748,175000,3,1230,7
6749,556300,4,2030,7
6750,286000,2,780,5
6751,320000,2,1110,8
6752,815000,3,2790,9
6753,385000,4,1660,7
6754,1039000,4,3410,8
6755,350000,4,2390,8
6756,277000,4,1850,8
6757,415000,6,2500,8
6758,295000,3,1000,6
6759,969000,4,2450,8
6760,339888,4,1440,6
6761,269950,3,1660,7
6762,1185000,3,2510,10
6763,780000,4,3090,10
6764,198000,3,860,6
6765,350000,2,1220,7
6766,350000,3,1010,7
6767,319000,4,2390,8
6768,311000,4,3340,8
6769,394000,5,3620,8
6770,1335000,5,4200,9
6771,2700000,5,3831,9
6772,396000,3,1980,7
6773,809000,4,1790,8
6774,480000,3,1580,7
6775,535000,6,2460,7
6776,425000,5,2110,7
6777,408000,3,1470,8
6778,1255000,4,3510,10
6779,310000,1,520,6
6780,292000,3,1950,8
6781,217000,2,770,6
6782,398500,4,2250,8
6783,2250000,3,4040,9
6784,700000,4,2360,7
6785,585000,4,2330,9
6786,399950,3,1720,7
6787,235000,3,1900,6
6788,212000,3,1040,6
6789,310000,3,2070,8
6790,539000,3,2070,8
6791,390000,3,1550,8
6792,560000,3,2020,9
6793,800000,5,3320,9
6794,1900000,4,4130,11
6795,472000,5,2030,7
6796,502550,3,1770,7
6797,830000,4,3330,9
6798,224950,4,2260,7
6799,375000,3,1950,8
6800,645000,3,2930,9
6801,599000,3,1960,7
6802,515000,4,2980,9
6803,135000,2,780,5
6804,485000,3,1650,8
6805,890000,3,4030,9
6806,215000,3,1010,7
6807,299500,3,1190,7
6808,800000,2,1050,7
6809,275000,3,1560,7
6810,256400,3,1490,7
6811,310000,2,770,6
6812,385000,1,620,6
6813,203000,3,1200,7
6814,285000,4,2120,7
6815,473975,3,2330,8
6816,320000,3,2000,8
6817,599000,5,2820,7
6818,580000,3,2040,7
6819,269500,4,1700,7
6820,274000,2,820,6
6821,347000,2,1315,8
6822,270000,3,1390,6
6823,1430000,3,1890,8
6824,220000,3,1460,7
6825,243000,3,1480,8
6826,457500,3,1840,7
6827,340000,2,1880,7
6828,657500,4,1910,7
6829,332500,4,2220,7
6830,340000,3,1410,6
6831,350000,4,3380,8
6832,428000,4,1950,7
6833,515055,4,2400,8
6834,450000,3,1560,8
6835,190000,3,1040,6
6836,1000000,4,3090,8
6837,299000,3,1850,7
6838,508000,2,1200,7
6839,294000,4,2190,8
6840,320000,2,1380,7
6841,641000,5,3710,9
6842,675000,3,2320,8
6843,255000,3,1110,7
6844,286651,3,1830,7
6845,607500,4,2460,8
6846,765000,3,1270,7
6847,334950,4,1700,8
6848,426000,3,1130,7
6849,775000,3,1640,7
6850,343000,2,1040,6
6851,470101,4,2320,8
6852,195000,3,1200,7
6853,772500,4,1720,7
6854,450000,3,2330,8
6855,1437500,4,4410,11
6856,525000,4,1650,8
6857,280000,3,1370,7
6858,270000,3,1770,7
6859,406100,3,1410,8
6860,332544,2,1710,7
6861,110000,2,790,6
